transaction_id,employer_id,jobseeker_id,revenue_type,amount,transaction_date
T17181,EMP10410,JS17098,Job Placement Fee,6451,2025-02-24
T17182,EMP10390,,Training Program Fee,836,2024-07-05
T17183,EMP10484,,Job Placement Fee,6696,2025-02-25
T17184,EMP10324,JS13531,Training Program Fee,3629,2024-06-27
T17185,EMP10098,,Employer Contract,31998,2024-12-25
T17186,EMP10140,,Job Placement Fee,4969,2024-05-03
T17187,EMP10094,JS15678,Employer Contract,31140,2024-11-08
T17188,EMP10053,,Subscription,2018,2025-03-04
T17189,EMP10163,JS17037,Job Placement Fee,5576,2024-06-20
T17190,EMP10138,,Job Placement Fee,8350,2025-01-02
T17191,EMP10142,JS11903,Job Placement Fee,2152,2024-05-06
T17192,EMP10323,,Subscription,2764,2024-12-26
T17193,EMP10065,JS18991,Training Program Fee,2224,2024-08-15
T17194,EMP10400,JS16976,Training Program Fee,3741,2024-09-18
T17195,EMP10124,,Subscription,2131,2025-01-12
T17196,EMP10296,JS14390,Job Placement Fee,4475,2024-11-10
T17197,EMP10144,,Employer Contract,21921,2024-03-18
T17198,EMP10213,JS16390,Employer Contract,34045,2024-10-02
T17199,EMP10242,JS12482,Subscription,2819,2024-10-06
T17200,EMP10500,,Job Placement Fee,9324,2024-04-03
T17201,EMP10161,,Job Placement Fee,4107,2024-12-07
T17202,EMP10023,JS11675,Training Program Fee,4470,2024-07-23
T17203,EMP10115,JS16009,Job Placement Fee,7846,2025-02-03
T17204,EMP10398,,Subscription,2436,2024-03-27
T17205,EMP10098,JS18685,Employer Contract,41262,2024-04-05
T17206,EMP10455,,Training Program Fee,2245,2024-07-16
T17207,EMP10202,JS18537,Training Program Fee,3584,2025-01-23
T17208,EMP10337,JS12009,Training Program Fee,3106,2024-04-28
T17209,EMP10428,JS16268,Subscription,2229,2024-06-07
T17210,EMP10381,,Training Program Fee,3163,2024-08-28
T17211,EMP10202,,Employer Contract,16653,2024-11-25
T17212,EMP10411,JS14883,Subscription,2891,2024-09-25
T17213,EMP10166,,Training Program Fee,2726,2024-11-21
T17214,EMP10316,JS17393,Subscription,2605,2024-08-19
T17215,EMP10290,JS13724,Subscription,1137,2025-01-04
T17216,EMP10343,JS18189,Training Program Fee,2323,2025-02-16
T17217,EMP10029,,Job Placement Fee,8576,2024-05-18
T17218,EMP10471,JS17830,Subscription,1291,2024-08-17
T17219,EMP10500,,Job Placement Fee,2520,2024-09-25
T17220,EMP10325,JS16551,Employer Contract,41850,2024-06-16
T17221,EMP10361,,Training Program Fee,4048,2025-02-14
T17222,EMP10251,JS15473,Job Placement Fee,5852,2024-11-05
T17223,EMP10382,JS13974,Job Placement Fee,7545,2024-08-30
T17224,EMP10131,,Subscription,1526,2024-03-27
T17225,EMP10312,,Job Placement Fee,2052,2024-07-02
T17226,EMP10221,,Training Program Fee,4073,2024-05-05
T17227,EMP10075,JS12897,Job Placement Fee,7923,2024-06-17
T17228,EMP10482,JS10369,Job Placement Fee,9174,2024-04-04
T17229,EMP10273,JS12594,Job Placement Fee,6127,2024-08-17
T17230,EMP10282,JS13462,Job Placement Fee,5137,2024-12-17
T17231,EMP10391,,Subscription,2373,2024-10-15
T17232,EMP10440,JS15997,Training Program Fee,3623,2024-11-24
T17233,EMP10273,,Training Program Fee,845,2024-09-23
T17234,EMP10333,,Employer Contract,15027,2024-04-25
T17235,EMP10361,,Subscription,2615,2024-07-03
T17236,EMP10163,JS13586,Subscription,1600,2024-05-08
T17237,EMP10431,JS10389,Subscription,2007,2025-02-13
T17238,EMP10166,JS19815,Job Placement Fee,9830,2025-02-26
T17239,EMP10471,,Subscription,1679,2025-03-05
T17240,EMP10495,,Employer Contract,30295,2024-03-13
T17241,EMP10357,,Job Placement Fee,4398,2024-08-30
T17242,EMP10253,JS17077,Training Program Fee,857,2024-08-06
T17243,EMP10185,,Employer Contract,19175,2024-11-22
T17244,EMP10300,JS12914,Subscription,1399,2024-10-06
T17245,EMP10191,,Employer Contract,23159,2024-04-10
T17246,EMP10475,JS10475,Subscription,1714,2024-08-28
T17247,EMP10230,JS16452,Subscription,1149,2024-11-19
T17248,EMP10127,JS10281,Subscription,2334,2024-03-15
T17249,EMP10003,JS15215,Subscription,1900,2024-03-28
T17250,EMP10254,JS18732,Employer Contract,19423,2024-08-24
T17251,EMP10403,JS18090,Training Program Fee,1008,2024-10-04
T17252,EMP10198,,Training Program Fee,690,2024-04-10
T17253,EMP10370,JS16139,Employer Contract,23250,2025-02-24
T17254,EMP10267,JS19191,Employer Contract,45520,2024-06-21
T17255,EMP10096,,Training Program Fee,4917,2024-06-04
T17256,EMP10020,,Training Program Fee,3038,2024-08-23
T17257,EMP10050,,Subscription,2879,2024-07-28
T17258,EMP10383,,Training Program Fee,3228,2024-10-20
T17259,EMP10464,,Training Program Fee,3138,2024-09-10
T17260,EMP10330,,Employer Contract,30549,2024-05-09
T17261,EMP10264,,Job Placement Fee,8759,2024-11-26
T17262,EMP10037,JS16388,Employer Contract,29555,2025-03-07
T17263,EMP10251,JS19591,Employer Contract,41509,2024-06-06
T17264,EMP10016,,Subscription,2341,2024-10-28
T17265,EMP10148,,Subscription,2289,2024-12-26
T17266,EMP10362,JS11578,Training Program Fee,3522,2024-11-18
T17267,EMP10193,,Subscription,2228,2025-01-10
T17268,EMP10484,,Training Program Fee,3631,2024-09-08
T17269,EMP10203,JS14954,Job Placement Fee,2947,2024-08-10
T17270,EMP10325,,Training Program Fee,1191,2024-08-17
T17271,EMP10236,,Subscription,1059,2024-12-22
T17272,EMP10147,JS18635,Subscription,2872,2024-04-20
T17273,EMP10378,JS16246,Training Program Fee,649,2024-12-01
T17274,EMP10236,,Job Placement Fee,5133,2024-03-29
T17275,EMP10177,,Subscription,1471,2024-07-10
T17276,EMP10113,,Job Placement Fee,4467,2024-06-16
T17277,EMP10341,,Employer Contract,49019,2024-04-27
T17278,EMP10233,JS13348,Employer Contract,15359,2025-02-10
T17279,EMP10042,JS15997,Training Program Fee,2580,2024-09-05
T17280,EMP10046,JS17902,Subscription,2222,2025-01-09
T17281,EMP10088,,Employer Contract,24162,2024-04-12
T17282,EMP10481,,Training Program Fee,1834,2024-07-14
T17283,EMP10226,,Subscription,1747,2024-03-25
T17284,EMP10492,,Training Program Fee,2431,2024-03-22
T17285,EMP10465,,Job Placement Fee,9250,2025-01-14
T17286,EMP10391,JS19762,Training Program Fee,2010,2024-09-18
T17287,EMP10286,,Employer Contract,32232,2024-08-25
T17288,EMP10233,,Job Placement Fee,4702,2024-03-16
T17289,EMP10098,,Subscription,2494,2024-04-11
T17290,EMP10411,,Employer Contract,17521,2024-12-03
T17291,EMP10500,,Training Program Fee,1751,2025-01-28
T17292,EMP10090,,Employer Contract,24216,2025-02-12
T17293,EMP10408,JS17063,Employer Contract,37065,2024-09-04
T17294,EMP10032,JS15890,Subscription,2731,2024-07-24
T17295,EMP10059,,Job Placement Fee,8511,2024-12-30
T17296,EMP10457,,Job Placement Fee,8599,2024-04-23
T17297,EMP10138,,Subscription,2037,2024-12-11
T17298,EMP10299,JS17173,Job Placement Fee,7608,2024-12-24
T17299,EMP10136,JS18251,Employer Contract,42221,2024-10-05
T17300,EMP10094,,Subscription,1457,2025-02-15
T17301,EMP10001,,Training Program Fee,1170,2024-03-13
T17302,EMP10304,JS13977,Subscription,1250,2024-03-13
T17303,EMP10414,JS16225,Training Program Fee,4434,2025-02-23
T17304,EMP10464,,Training Program Fee,4433,2024-09-01
T17305,EMP10105,JS11684,Employer Contract,12032,2025-02-28
T17306,EMP10269,JS18130,Job Placement Fee,6207,2024-09-10
T17307,EMP10177,,Subscription,1827,2024-10-11
T17308,EMP10492,JS11302,Subscription,1159,2024-06-16
T17309,EMP10016,,Training Program Fee,4468,2024-05-19
T17310,EMP10329,,Employer Contract,25849,2024-09-23
T17311,EMP10114,,Subscription,1185,2024-06-29
T17312,EMP10315,JS18423,Job Placement Fee,8360,2024-07-31
T17313,EMP10023,JS12342,Training Program Fee,3880,2024-07-29
T17314,EMP10235,,Job Placement Fee,9058,2024-09-04
T17315,EMP10072,,Subscription,2175,2024-08-27
T17316,EMP10187,,Job Placement Fee,7104,2024-04-19
T17317,EMP10460,JS11717,Employer Contract,17403,2024-10-02
T17318,EMP10284,,Employer Contract,24998,2024-11-08
T17319,EMP10404,,Subscription,2412,2024-08-24
T17320,EMP10321,JS18091,Employer Contract,11467,2025-03-03
T17321,EMP10127,,Subscription,2929,2024-09-14
T17322,EMP10096,,Training Program Fee,2518,2024-09-14
T17323,EMP10144,JS11498,Employer Contract,29740,2025-01-15
T17324,EMP10113,,Job Placement Fee,8698,2024-03-28
T17325,EMP10236,JS19322,Training Program Fee,2216,2024-08-26
T17326,EMP10218,JS17281,Job Placement Fee,4320,2024-08-24
T17327,EMP10224,,Subscription,2487,2024-09-16
T17328,EMP10133,,Training Program Fee,1763,2024-04-30
T17329,EMP10221,,Employer Contract,21414,2024-12-03
T17330,EMP10056,JS15923,Employer Contract,12379,2024-04-15
T17331,EMP10049,JS19159,Subscription,1203,2024-10-31
T17332,EMP10494,JS11541,Training Program Fee,705,2024-12-17
T17333,EMP10171,JS12119,Subscription,1144,2024-05-11
T17334,EMP10227,,Job Placement Fee,7532,2025-01-15
T17335,EMP10120,,Training Program Fee,4755,2025-01-26
T17336,EMP10338,,Job Placement Fee,6650,2024-05-18
T17337,EMP10201,,Employer Contract,47577,2024-10-11
T17338,EMP10151,,Subscription,2225,2024-12-31
T17339,EMP10201,JS12550,Employer Contract,10520,2024-06-09
T17340,EMP10167,,Job Placement Fee,9596,2024-07-05
T17341,EMP10379,JS16917,Employer Contract,35739,2024-10-24
T17342,EMP10041,JS17414,Employer Contract,13323,2025-02-09
T17343,EMP10368,JS14256,Job Placement Fee,8232,2024-04-25
T17344,EMP10441,JS15924,Employer Contract,22977,2024-06-19
T17345,EMP10321,JS12038,Employer Contract,47819,2024-05-29
T17346,EMP10322,,Subscription,1392,2024-03-15
T17347,EMP10206,,Training Program Fee,3175,2024-11-12
T17348,EMP10386,,Subscription,1095,2024-10-26
T17349,EMP10379,JS12589,Employer Contract,10184,2025-01-13
T17350,EMP10330,JS10668,Subscription,2900,2024-05-08
T17351,EMP10408,JS10117,Job Placement Fee,8004,2024-04-23
T17352,EMP10356,JS10622,Employer Contract,22837,2024-07-29
T17353,EMP10296,,Job Placement Fee,8440,2024-05-11
T17354,EMP10179,JS15038,Training Program Fee,1214,2024-09-02
T17355,EMP10486,,Job Placement Fee,9852,2024-05-18
T17356,EMP10065,JS16336,Training Program Fee,3985,2024-12-25
T17357,EMP10173,,Training Program Fee,2193,2024-07-30
T17358,EMP10194,JS14771,Training Program Fee,4029,2024-11-07
T17359,EMP10293,JS12922,Job Placement Fee,5662,2024-09-15
T17360,EMP10191,,Training Program Fee,3136,2024-10-04
T17361,EMP10179,JS14874,Training Program Fee,1587,2024-06-05
T17362,EMP10402,,Job Placement Fee,4657,2024-05-26
T17363,EMP10348,JS19037,Job Placement Fee,8207,2024-08-22
T17364,EMP10448,,Subscription,1294,2025-01-26
T17365,EMP10285,JS10123,Job Placement Fee,5997,2024-09-07
T17366,EMP10114,,Employer Contract,11122,2025-02-28
T17367,EMP10388,,Job Placement Fee,9546,2024-06-27
T17368,EMP10346,,Job Placement Fee,2075,2025-01-09
T17369,EMP10392,,Job Placement Fee,7696,2024-12-03
T17370,EMP10424,,Training Program Fee,1193,2024-04-01
T17371,EMP10387,,Employer Contract,10967,2025-02-21
T17372,EMP10161,JS15995,Training Program Fee,1626,2024-09-30
T17373,EMP10272,JS18265,Employer Contract,40553,2024-11-29
T17374,EMP10364,JS10143,Training Program Fee,819,2024-10-20
T17375,EMP10234,,Job Placement Fee,6989,2024-04-19
T17376,EMP10396,,Subscription,1057,2024-05-16
T17377,EMP10178,,Training Program Fee,4678,2024-12-02
T17378,EMP10435,JS16161,Training Program Fee,3290,2025-01-04
T17379,EMP10168,,Job Placement Fee,7716,2024-03-28
T17380,EMP10387,,Subscription,2898,2024-07-23
T17381,EMP10196,JS11381,Job Placement Fee,2423,2024-10-27
T17382,EMP10318,,Subscription,1317,2024-10-23
T17383,EMP10142,,Employer Contract,31288,2025-01-18
T17384,EMP10075,JS12254,Training Program Fee,1356,2024-06-22
T17385,EMP10444,JS16639,Training Program Fee,1373,2025-01-18
T17386,EMP10346,JS14282,Job Placement Fee,4198,2024-06-30
T17387,EMP10167,,Employer Contract,41788,2024-12-03
T17388,EMP10457,,Employer Contract,38643,2024-09-07
T17389,EMP10084,JS11920,Employer Contract,21460,2024-11-09
T17390,EMP10373,JS19533,Training Program Fee,4239,2025-02-15
T17391,EMP10450,JS19719,Subscription,1831,2025-01-05
T17392,EMP10415,JS15511,Training Program Fee,1288,2024-08-09
T17393,EMP10041,JS11719,Training Program Fee,2075,2024-10-26
T17394,EMP10139,,Training Program Fee,2024,2024-12-21
T17395,EMP10111,JS15479,Job Placement Fee,7511,2025-02-03
T17396,EMP10491,JS17085,Employer Contract,44291,2024-10-04
T17397,EMP10327,JS17062,Job Placement Fee,6532,2025-02-08
T17398,EMP10375,,Subscription,2231,2024-10-06
T17399,EMP10147,,Subscription,1841,2024-03-22
T17400,EMP10486,,Training Program Fee,996,2024-04-15
T17401,EMP10105,JS13883,Employer Contract,35098,2024-05-18
T17402,EMP10075,,Training Program Fee,1203,2024-11-26
T17403,EMP10099,,Job Placement Fee,9886,2025-01-05
T17404,EMP10206,JS12184,Job Placement Fee,7402,2024-05-14
T17405,EMP10326,,Employer Contract,44931,2024-07-21
T17406,EMP10243,JS11132,Training Program Fee,1243,2024-12-29
T17407,EMP10123,,Job Placement Fee,8131,2024-08-15
T17408,EMP10175,JS11427,Employer Contract,16980,2025-01-14
T17409,EMP10310,,Training Program Fee,2141,2024-04-30
T17410,EMP10248,,Employer Contract,15303,2024-04-03
T17411,EMP10108,,Subscription,2999,2024-10-03
T17412,EMP10391,JS17388,Employer Contract,28939,2024-06-02
T17413,EMP10225,,Training Program Fee,4649,2024-08-19
T17414,EMP10175,JS11983,Training Program Fee,3522,2024-04-17
T17415,EMP10232,JS14452,Job Placement Fee,9345,2024-12-24
T17416,EMP10445,JS14085,Job Placement Fee,8344,2024-03-16
T17417,EMP10342,JS15562,Training Program Fee,4062,2025-02-07
T17418,EMP10207,JS19274,Training Program Fee,4455,2024-10-14
T17419,EMP10104,,Job Placement Fee,2463,2024-10-06
T17420,EMP10051,JS19050,Job Placement Fee,5885,2024-03-25
T17421,EMP10253,JS12493,Job Placement Fee,8608,2024-05-07
T17422,EMP10473,JS13089,Training Program Fee,4723,2024-07-27
T17423,EMP10467,JS11351,Job Placement Fee,9787,2024-09-17
T17424,EMP10003,,Subscription,1599,2025-01-24
T17425,EMP10245,JS19796,Employer Contract,38526,2024-11-21
T17426,EMP10362,,Subscription,2341,2024-03-25
T17427,EMP10296,,Employer Contract,42076,2025-01-12
T17428,EMP10361,,Training Program Fee,851,2024-04-07
T17429,EMP10417,JS12352,Job Placement Fee,5448,2025-02-04
T17430,EMP10450,JS18269,Training Program Fee,2758,2024-08-14
T17431,EMP10296,JS10025,Subscription,2281,2025-02-13
T17432,EMP10456,,Subscription,2534,2024-11-18
T17433,EMP10143,,Training Program Fee,1443,2024-05-15
T17434,EMP10097,JS16509,Job Placement Fee,3417,2024-12-14
T17435,EMP10490,JS18312,Subscription,2079,2024-03-29
T17436,EMP10440,JS11387,Job Placement Fee,8526,2024-12-21
T17437,EMP10067,JS18011,Job Placement Fee,9273,2024-11-19
T17438,EMP10221,,Job Placement Fee,3144,2024-08-12
T17439,EMP10072,JS10591,Subscription,2418,2024-12-14
T17440,EMP10049,JS12839,Employer Contract,30481,2024-06-12
T17441,EMP10284,JS11344,Employer Contract,32054,2024-09-04
T17442,EMP10383,,Training Program Fee,2355,2024-04-04
T17443,EMP10033,JS18802,Employer Contract,20810,2024-06-06
T17444,EMP10289,,Training Program Fee,2380,2025-02-24
T17445,EMP10104,JS17301,Training Program Fee,4320,2024-08-02
T17446,EMP10442,JS15078,Subscription,1555,2025-03-06
T17447,EMP10241,JS16216,Employer Contract,10755,2024-07-19
T17448,EMP10078,JS10245,Employer Contract,33248,2024-11-06
T17449,EMP10388,JS11327,Training Program Fee,1437,2024-07-25
T17450,EMP10082,JS12381,Training Program Fee,3229,2025-02-17
T17451,EMP10392,,Employer Contract,35798,2025-02-16
T17452,EMP10479,JS16755,Job Placement Fee,9379,2024-11-07
T17453,EMP10414,,Job Placement Fee,9324,2024-04-21
T17454,EMP10145,JS13789,Subscription,2015,2024-07-12
T17455,EMP10221,,Job Placement Fee,3116,2024-04-27
T17456,EMP10115,JS17328,Job Placement Fee,8572,2024-08-10
T17457,EMP10015,JS13076,Training Program Fee,1297,2024-08-28
T17458,EMP10205,,Employer Contract,49968,2025-02-23
T17459,EMP10005,JS10555,Subscription,2995,2024-08-05
T17460,EMP10456,JS19356,Subscription,1920,2024-12-28
T17461,EMP10416,,Employer Contract,15625,2024-04-09
T17462,EMP10153,JS11028,Subscription,2941,2024-08-27
T17463,EMP10193,,Employer Contract,30757,2024-12-09
T17464,EMP10380,,Subscription,2683,2024-08-18
T17465,EMP10353,JS14992,Employer Contract,46843,2024-05-08
T17466,EMP10063,,Subscription,2978,2024-10-19
T17467,EMP10022,,Job Placement Fee,9987,2024-08-15
T17468,EMP10254,JS11309,Employer Contract,36735,2025-02-14
T17469,EMP10212,JS17011,Training Program Fee,4231,2025-01-17
T17470,EMP10307,,Employer Contract,23058,2024-07-23
T17471,EMP10030,JS17032,Employer Contract,46652,2024-10-07
T17472,EMP10407,JS10182,Training Program Fee,4367,2025-02-07
T17473,EMP10381,JS13393,Subscription,2695,2024-08-12
T17474,EMP10416,,Employer Contract,16674,2025-03-04
T17475,EMP10052,JS14231,Employer Contract,28381,2025-02-13
T17476,EMP10019,JS13938,Subscription,1174,2024-12-25
T17477,EMP10213,,Subscription,1649,2024-05-24
T17478,EMP10291,,Job Placement Fee,8537,2024-08-07
T17479,EMP10492,JS10928,Job Placement Fee,2538,2025-02-06
T17480,EMP10411,JS18827,Training Program Fee,4102,2024-04-01
T17481,EMP10020,JS16685,Training Program Fee,762,2024-05-01
T17482,EMP10074,,Training Program Fee,3481,2025-01-08
T17483,EMP10210,JS10891,Employer Contract,24341,2024-07-28
T17484,EMP10366,,Employer Contract,13465,2024-06-13
T17485,EMP10030,JS11124,Training Program Fee,1055,2025-02-08
T17486,EMP10201,JS17604,Job Placement Fee,3239,2024-08-03
T17487,EMP10024,JS11798,Training Program Fee,1703,2024-09-26
T17488,EMP10342,JS12224,Subscription,1164,2024-09-16
T17489,EMP10375,JS10372,Job Placement Fee,8257,2024-05-23
T17490,EMP10486,JS16287,Subscription,2408,2025-03-05
T17491,EMP10460,JS16568,Training Program Fee,1111,2024-05-06
T17492,EMP10440,JS15989,Subscription,2178,2025-01-19
T17493,EMP10482,JS17720,Job Placement Fee,9917,2024-04-03
T17494,EMP10215,JS18177,Training Program Fee,1142,2024-11-06
T17495,EMP10140,JS16309,Subscription,2505,2024-05-07
T17496,EMP10146,,Employer Contract,12327,2024-05-19
T17497,EMP10088,,Job Placement Fee,9745,2024-07-15
T17498,EMP10340,JS16835,Job Placement Fee,6527,2025-02-13
T17499,EMP10323,JS13907,Employer Contract,39416,2024-06-26
T17500,EMP10036,JS11529,Training Program Fee,4208,2024-07-28
T17501,EMP10467,,Subscription,2780,2024-03-28
T17502,EMP10410,JS14831,Employer Contract,48343,2025-01-17
T17503,EMP10399,JS19820,Subscription,1445,2024-10-10
T17504,EMP10229,,Training Program Fee,3821,2025-02-28
T17505,EMP10182,,Job Placement Fee,9024,2024-03-18
T17506,EMP10063,JS16394,Training Program Fee,1173,2024-08-08
T17507,EMP10036,JS12825,Training Program Fee,4930,2024-11-04
T17508,EMP10259,,Employer Contract,11167,2024-06-23
T17509,EMP10346,JS16098,Subscription,1335,2024-03-18
T17510,EMP10212,JS10475,Subscription,2246,2024-11-03
T17511,EMP10086,JS12094,Job Placement Fee,2117,2024-08-28
T17512,EMP10349,,Subscription,1487,2024-10-14
T17513,EMP10245,JS14884,Training Program Fee,2906,2025-01-15
T17514,EMP10160,,Employer Contract,37917,2025-03-07
T17515,EMP10155,,Subscription,2029,2024-09-06
T17516,EMP10295,JS16455,Training Program Fee,4086,2025-01-23
T17517,EMP10297,JS15507,Subscription,2222,2024-05-29
T17518,EMP10418,,Subscription,1633,2025-01-24
T17519,EMP10121,,Subscription,2568,2025-02-25
T17520,EMP10100,JS16151,Training Program Fee,1841,2024-11-18
T17521,EMP10147,,Employer Contract,27775,2025-02-08
T17522,EMP10065,,Training Program Fee,1898,2024-10-14
T17523,EMP10428,JS13083,Job Placement Fee,8973,2024-09-20
T17524,EMP10143,,Job Placement Fee,2048,2025-02-27
T17525,EMP10329,JS11063,Training Program Fee,2612,2024-04-17
T17526,EMP10496,,Training Program Fee,3196,2025-01-22
T17527,EMP10410,JS19956,Employer Contract,22848,2025-01-31
T17528,EMP10225,,Job Placement Fee,3924,2024-10-05
T17529,EMP10391,JS17194,Job Placement Fee,3750,2025-03-01
T17530,EMP10347,,Job Placement Fee,3637,2024-05-27
T17531,EMP10217,,Job Placement Fee,3841,2024-11-12
T17532,EMP10197,,Subscription,1454,2025-02-19
T17533,EMP10297,,Employer Contract,22192,2024-06-30
T17534,EMP10152,,Training Program Fee,992,2025-02-20
T17535,EMP10001,,Employer Contract,27696,2024-04-25
T17536,EMP10488,JS16096,Training Program Fee,3885,2024-12-29
T17537,EMP10065,,Job Placement Fee,2143,2024-04-01
T17538,EMP10283,JS10572,Job Placement Fee,8001,2024-03-30
T17539,EMP10498,,Job Placement Fee,7963,2024-11-14
T17540,EMP10310,,Subscription,1687,2024-03-12
T17541,EMP10242,,Job Placement Fee,2422,2024-08-27
T17542,EMP10406,JS13082,Job Placement Fee,6810,2024-08-09
T17543,EMP10255,,Job Placement Fee,2955,2024-07-14
T17544,EMP10383,JS10108,Subscription,2907,2024-10-06
T17545,EMP10290,,Training Program Fee,2417,2024-07-02
T17546,EMP10266,JS14861,Subscription,1842,2024-09-27
T17547,EMP10338,,Subscription,1777,2024-06-30
T17548,EMP10249,JS10539,Subscription,2884,2024-06-12
T17549,EMP10103,JS17655,Job Placement Fee,6785,2025-02-04
T17550,EMP10141,,Employer Contract,21694,2024-12-12
T17551,EMP10256,JS17841,Subscription,1863,2024-12-29
T17552,EMP10145,JS11920,Job Placement Fee,9370,2025-01-19
T17553,EMP10195,JS12721,Job Placement Fee,6201,2025-01-11
T17554,EMP10404,,Employer Contract,14492,2024-10-15
T17555,EMP10363,JS12424,Job Placement Fee,9260,2024-06-08
T17556,EMP10367,JS18858,Subscription,2402,2024-03-21
T17557,EMP10224,JS18759,Employer Contract,18992,2024-12-29
T17558,EMP10302,,Employer Contract,34929,2024-03-13
T17559,EMP10394,JS12267,Training Program Fee,1389,2024-06-26
T17560,EMP10487,,Employer Contract,33908,2024-08-25
T17561,EMP10346,,Job Placement Fee,8078,2024-04-04
T17562,EMP10473,JS10555,Subscription,2935,2024-06-06
T17563,EMP10426,,Training Program Fee,2923,2024-12-08
T17564,EMP10022,JS12965,Subscription,2821,2025-01-20
T17565,EMP10199,JS13567,Job Placement Fee,5464,2024-07-10
T17566,EMP10234,,Employer Contract,11835,2025-01-29
T17567,EMP10159,JS14329,Employer Contract,25653,2024-11-18
T17568,EMP10036,,Subscription,2417,2024-12-13
T17569,EMP10188,JS13675,Subscription,2874,2024-08-18
T17570,EMP10081,,Job Placement Fee,7860,2024-03-11
T17571,EMP10382,,Subscription,1046,2024-12-11
T17572,EMP10424,JS12819,Employer Contract,33183,2024-10-04
T17573,EMP10121,,Job Placement Fee,4919,2024-11-02
T17574,EMP10396,,Job Placement Fee,5730,2024-12-06
T17575,EMP10310,JS14299,Job Placement Fee,7687,2025-02-05
T17576,EMP10347,,Training Program Fee,4709,2024-11-10
T17577,EMP10441,,Job Placement Fee,7988,2024-09-19
T17578,EMP10266,JS14968,Employer Contract,16516,2025-02-18
T17579,EMP10179,,Training Program Fee,4822,2024-03-25
T17580,EMP10170,JS19690,Job Placement Fee,6285,2024-08-07
T17581,EMP10035,JS16180,Subscription,1554,2024-06-26
T17582,EMP10332,JS13944,Subscription,1195,2024-10-16
T17583,EMP10376,JS19634,Subscription,2496,2025-02-08
T17584,EMP10136,,Training Program Fee,2379,2025-02-03
T17585,EMP10099,JS14465,Job Placement Fee,3017,2024-12-01
T17586,EMP10398,,Training Program Fee,3473,2024-06-14
T17587,EMP10429,,Employer Contract,44982,2024-09-09
T17588,EMP10206,,Employer Contract,11797,2024-08-02
T17589,EMP10409,JS19602,Employer Contract,42885,2024-11-08
T17590,EMP10124,JS12457,Training Program Fee,571,2025-01-14
T17591,EMP10380,JS17175,Training Program Fee,4810,2024-03-13
T17592,EMP10232,JS13682,Employer Contract,22446,2024-06-29
T17593,EMP10356,JS16393,Training Program Fee,1465,2024-06-28
T17594,EMP10124,,Employer Contract,15229,2024-09-08
T17595,EMP10462,,Job Placement Fee,7938,2025-02-17
T17596,EMP10247,JS17293,Job Placement Fee,6620,2024-11-03
T17597,EMP10287,,Employer Contract,47796,2024-03-30
T17598,EMP10268,JS14936,Job Placement Fee,6038,2024-11-12
T17599,EMP10401,JS13176,Employer Contract,20353,2025-01-27
T17600,EMP10172,JS13238,Subscription,1240,2024-07-11
T17601,EMP10227,JS15194,Subscription,1668,2024-12-26
T17602,EMP10034,JS14230,Training Program Fee,3785,2024-10-12
T17603,EMP10078,,Subscription,2893,2025-01-24
T17604,EMP10419,JS14808,Training Program Fee,2657,2024-06-13
T17605,EMP10268,,Training Program Fee,722,2024-04-02
T17606,EMP10398,JS14327,Subscription,2493,2024-06-21
T17607,EMP10357,,Job Placement Fee,6421,2024-09-09
T17608,EMP10177,JS11193,Training Program Fee,2848,2024-03-16
T17609,EMP10368,JS18554,Employer Contract,23835,2024-04-29
T17610,EMP10028,JS15523,Job Placement Fee,5804,2024-09-16
T17611,EMP10330,,Employer Contract,22591,2024-11-20
T17612,EMP10169,JS14192,Employer Contract,26506,2024-10-02
T17613,EMP10316,JS15571,Subscription,2875,2024-10-21
T17614,EMP10415,,Subscription,2304,2024-03-20
T17615,EMP10482,JS19154,Subscription,1015,2024-05-12
T17616,EMP10029,JS12260,Training Program Fee,1866,2025-02-03
T17617,EMP10190,JS14507,Subscription,2461,2024-09-03
T17618,EMP10374,JS15281,Job Placement Fee,5241,2024-08-23
T17619,EMP10203,,Subscription,1465,2024-06-21
T17620,EMP10001,JS11250,Subscription,2352,2024-08-01
T17621,EMP10077,JS11651,Subscription,1335,2024-04-24
T17622,EMP10355,JS14568,Training Program Fee,1047,2024-05-23
T17623,EMP10215,,Subscription,1137,2024-03-12
T17624,EMP10349,,Subscription,1082,2024-12-02
T17625,EMP10002,,Job Placement Fee,7156,2025-01-03
T17626,EMP10155,JS18740,Training Program Fee,2069,2024-03-29
T17627,EMP10224,,Subscription,1789,2024-07-13
T17628,EMP10204,,Subscription,2829,2025-03-03
T17629,EMP10017,,Employer Contract,31617,2024-11-10
T17630,EMP10284,,Training Program Fee,4375,2025-01-13
T17631,EMP10453,JS10751,Training Program Fee,3207,2024-03-30
T17632,EMP10325,JS14454,Employer Contract,23653,2025-02-22
T17633,EMP10493,JS19321,Subscription,2961,2025-02-05
T17634,EMP10122,JS17631,Employer Contract,10655,2024-04-25
T17635,EMP10131,JS15747,Training Program Fee,1421,2025-02-21
T17636,EMP10072,,Training Program Fee,3338,2024-11-08
T17637,EMP10416,,Subscription,2985,2024-10-08
T17638,EMP10455,JS14147,Training Program Fee,1660,2025-03-06
T17639,EMP10432,,Job Placement Fee,7804,2024-07-16
T17640,EMP10137,,Subscription,2059,2025-03-01
