application_id,jobseeker_id,job_role,industry,employer_id,application_date,status
A17740,JS19819,Data Analyst,IT,EMP10125,2024-11-03,Rejected
A17741,JS12671,Sales Associate,Retail,EMP10029,2024-05-24,Rejected
A17742,JS10735,Quality Engineer,Manufacturing,EMP10381,2024-11-22,Rejected
A17743,JS19065,Quality Engineer,Manufacturing,EMP10391,2024-04-30,Accepted
A17744,JS13891,Marketing Specialist,Marketing,EMP10458,2024-04-27,Pending
A17745,JS14604,Nurse,Healthcare,EMP10179,2024-07-18,Rejected
A17746,JS19344,Software Engineer,IT,EMP10415,2024-05-06,Accepted
A17747,JS17955,Merchandiser,Retail,EMP10345,2024-10-25,Rejected
A17748,JS17857,Software Engineer,IT,EMP10278,2024-06-18,Rejected
A17749,JS17003,Librarian,Education,EMP10208,2024-04-21,Rejected
A17750,JS15607,Software Engineer,IT,EMP10194,2024-09-19,Accepted
A17751,JS16646,Software Engineer,IT,EMP10347,2025-01-18,Rejected
A17752,JS10014,Brand Manager,Marketing,EMP10412,2024-08-25,Accepted
A17753,JS14356,Data Analyst,IT,EMP10451,2024-04-22,Rejected
A17754,JS16283,Academic Counselor,Education,EMP10109,2024-04-22,Rejected
A17755,JS19742,Supply Chain Analyst,Manufacturing,EMP10435,2024-04-17,Rejected
A17756,JS16151,Store Manager,Retail,EMP10416,2025-02-17,Rejected
A17757,JS16135,Production Manager,Manufacturing,EMP10008,2025-02-04,Accepted
A17758,JS15013,Teacher,Education,EMP10051,2024-07-08,Rejected
A17759,JS11992,Software Engineer,IT,EMP10205,2024-09-27,Rejected
A17760,JS14873,Investment Banker,Finance,EMP10045,2024-06-09,Accepted
A17761,JS13193,Academic Counselor,Education,EMP10246,2024-05-11,Pending
A17762,JS18772,Sales Associate,Retail,EMP10019,2024-06-16,Accepted
A17763,JS10997,Sales Associate,Retail,EMP10464,2024-12-27,Pending
A17764,JS14647,SEO Analyst,Marketing,EMP10258,2024-12-09,Pending
A17765,JS14377,Medical Assistant,Healthcare,EMP10290,2024-03-25,Accepted
A17766,JS10497,Teacher,Education,EMP10084,2024-10-29,Rejected
A17767,JS12386,Marketing Specialist,Marketing,EMP10107,2024-08-15,Rejected
A17768,JS18623,Pharmacist,Healthcare,EMP10020,2024-12-27,Accepted
A17769,JS19288,Store Manager,Retail,EMP10240,2024-07-22,Pending
A17770,JS19585,Nurse,Healthcare,EMP10204,2025-03-06,Rejected
A17771,JS18232,Nurse,Healthcare,EMP10363,2024-12-30,Rejected
A17772,JS12481,Cybersecurity Specialist,IT,EMP10039,2024-05-02,Accepted
A17773,JS16063,Medical Assistant,Healthcare,EMP10329,2025-03-07,Rejected
A17774,JS13177,Medical Assistant,Healthcare,EMP10229,2024-11-28,Rejected
A17775,JS19542,Nurse,Healthcare,EMP10496,2024-08-17,Rejected
A17776,JS10661,Production Manager,Manufacturing,EMP10500,2025-01-20,Pending
A17777,JS10611,Teacher,Education,EMP10164,2024-04-09,Rejected
A17778,JS12032,Pharmacist,Healthcare,EMP10408,2024-05-01,Rejected
A17779,JS10637,Financial Analyst,Finance,EMP10269,2024-04-27,Rejected
A17780,JS19579,Production Manager,Manufacturing,EMP10115,2024-08-08,Rejected
A17781,JS14146,SEO Analyst,Marketing,EMP10218,2025-01-22,Accepted
A17782,JS13656,Financial Analyst,Finance,EMP10266,2025-01-10,Rejected
A17783,JS13790,Merchandiser,Retail,EMP10214,2024-08-18,Accepted
A17784,JS14898,Academic Counselor,Education,EMP10279,2024-12-13,Rejected
A17785,JS17360,Medical Assistant,Healthcare,EMP10498,2024-10-15,Accepted
A17786,JS18003,Marketing Specialist,Marketing,EMP10462,2024-07-04,Accepted
A17787,JS13544,Sales Associate,Retail,EMP10460,2024-09-27,Rejected
A17788,JS13532,Sales Associate,Retail,EMP10473,2024-04-14,Accepted
A17789,JS17548,Financial Analyst,Finance,EMP10319,2025-03-02,Pending
A17790,JS13581,Academic Counselor,Education,EMP10287,2024-12-08,Accepted
A17791,JS10481,Marketing Specialist,Marketing,EMP10163,2025-02-02,Rejected
A17792,JS16741,Investment Banker,Finance,EMP10154,2024-11-13,Accepted
A17793,JS13009,Investment Banker,Finance,EMP10314,2024-04-03,Rejected
A17794,JS12073,Academic Counselor,Education,EMP10230,2024-03-11,Rejected
A17795,JS19487,Librarian,Education,EMP10393,2024-04-09,Rejected
A17796,JS11463,Merchandiser,Retail,EMP10375,2024-04-04,Rejected
A17797,JS19517,Financial Analyst,Finance,EMP10469,2024-05-13,Rejected
A17798,JS17671,Investment Banker,Finance,EMP10393,2024-12-11,Rejected
A17799,JS16377,Sales Associate,Retail,EMP10383,2024-05-30,Accepted
A17800,JS17014,SEO Analyst,Marketing,EMP10123,2024-06-04,Accepted
A17801,JS10902,Financial Analyst,Finance,EMP10105,2024-12-06,Rejected
A17802,JS13057,Quality Engineer,Manufacturing,EMP10376,2024-03-19,Accepted
A17803,JS19615,SEO Analyst,Marketing,EMP10219,2024-04-27,Rejected
A17804,JS16362,Cybersecurity Specialist,IT,EMP10478,2024-08-21,Accepted
A17805,JS18731,Teacher,Education,EMP10372,2024-09-03,Accepted
A17806,JS12728,Investment Banker,Finance,EMP10281,2024-10-22,Rejected
A17807,JS18148,Brand Manager,Marketing,EMP10365,2025-01-25,Rejected
A17808,JS16789,Teacher,Education,EMP10308,2024-08-06,Accepted
A17809,JS11774,Pharmacist,Healthcare,EMP10424,2024-07-19,Accepted
A17810,JS17109,Cybersecurity Specialist,IT,EMP10498,2024-08-01,Pending
A17811,JS14551,Academic Counselor,Education,EMP10173,2024-11-08,Rejected
A17812,JS16853,Production Manager,Manufacturing,EMP10346,2024-08-09,Accepted
A17813,JS16409,Brand Manager,Marketing,EMP10219,2024-11-18,Accepted
A17814,JS16936,Quality Engineer,Manufacturing,EMP10367,2024-09-07,Rejected
A17815,JS16434,Librarian,Education,EMP10178,2025-02-25,Rejected
A17816,JS19119,Nurse,Healthcare,EMP10226,2024-06-14,Rejected
A17817,JS13530,Software Engineer,IT,EMP10261,2024-05-22,Accepted
A17818,JS17816,Nurse,Healthcare,EMP10497,2024-06-04,Accepted
A17819,JS10255,Data Analyst,IT,EMP10063,2024-10-09,Accepted
A17820,JS16551,Cybersecurity Specialist,IT,EMP10019,2024-12-18,Accepted
A17821,JS19960,Marketing Specialist,Marketing,EMP10418,2024-11-17,Rejected
A17822,JS14339,Librarian,Education,EMP10139,2025-01-15,Accepted
A17823,JS17788,Supply Chain Analyst,Manufacturing,EMP10217,2024-05-24,Rejected
A17824,JS16344,Investment Banker,Finance,EMP10313,2024-08-08,Rejected
A17825,JS19816,Investment Banker,Finance,EMP10223,2024-09-23,Rejected
A17826,JS12821,Financial Analyst,Finance,EMP10087,2024-07-08,Rejected
A17827,JS15169,Nurse,Healthcare,EMP10011,2024-04-18,Rejected
A17828,JS18525,Academic Counselor,Education,EMP10276,2024-07-02,Accepted
A17829,JS16728,Financial Analyst,Finance,EMP10285,2024-06-12,Rejected
A17830,JS16294,Teacher,Education,EMP10075,2024-07-08,Accepted
A17831,JS11451,Cybersecurity Specialist,IT,EMP10093,2024-06-28,Accepted
A17832,JS15002,Data Analyst,IT,EMP10026,2024-08-10,Accepted
A17833,JS14352,Data Analyst,IT,EMP10154,2025-02-20,Accepted
A17834,JS15780,Software Engineer,IT,EMP10255,2024-05-15,Accepted
A17835,JS10500,Sales Associate,Retail,EMP10389,2024-05-18,Rejected
A17836,JS13929,Accountant,Finance,EMP10408,2025-01-16,Rejected
A17837,JS18824,Supply Chain Analyst,Manufacturing,EMP10146,2024-09-23,Rejected
A17838,JS17371,Store Manager,Retail,EMP10065,2024-03-19,Accepted
A17839,JS19147,Librarian,Education,EMP10064,2024-12-27,Accepted
A17840,JS14137,Sales Associate,Retail,EMP10301,2024-09-16,Accepted
A17841,JS10475,Nurse,Healthcare,EMP10090,2024-06-21,Accepted
A17842,JS11469,Financial Analyst,Finance,EMP10499,2024-11-23,Accepted
A17843,JS17012,Sales Associate,Retail,EMP10113,2024-10-31,Rejected
A17844,JS11319,Data Analyst,IT,EMP10299,2024-11-15,Accepted
A17845,JS18856,Brand Manager,Marketing,EMP10074,2024-04-01,Rejected
A17846,JS18671,Production Manager,Manufacturing,EMP10082,2024-07-10,Rejected
A17847,JS18776,SEO Analyst,Marketing,EMP10019,2024-05-27,Accepted
A17848,JS19911,Pharmacist,Healthcare,EMP10378,2024-09-26,Accepted
A17849,JS10112,Accountant,Finance,EMP10353,2024-11-27,Rejected
A17850,JS15289,Financial Analyst,Finance,EMP10351,2025-02-07,Rejected
A17851,JS11841,Store Manager,Retail,EMP10139,2024-12-19,Rejected
A17852,JS11905,Accountant,Finance,EMP10491,2024-10-18,Accepted
A17853,JS10833,Medical Assistant,Healthcare,EMP10324,2025-01-07,Accepted
A17854,JS13517,Brand Manager,Marketing,EMP10084,2024-11-14,Rejected
A17855,JS18077,Production Manager,Manufacturing,EMP10491,2024-03-16,Accepted
A17856,JS11727,Financial Analyst,Finance,EMP10260,2024-07-22,Rejected
A17857,JS16168,Merchandiser,Retail,EMP10271,2024-12-19,Rejected
A17858,JS15448,Marketing Specialist,Marketing,EMP10422,2024-11-04,Rejected
A17859,JS17579,Financial Analyst,Finance,EMP10040,2024-07-31,Rejected
A17860,JS15794,Teacher,Education,EMP10154,2024-03-13,Rejected
A17861,JS11232,Teacher,Education,EMP10292,2024-11-04,Rejected
A17862,JS13506,Financial Analyst,Finance,EMP10163,2025-01-01,Rejected
A17863,JS12618,Store Manager,Retail,EMP10285,2025-02-24,Accepted
A17864,JS18396,Investment Banker,Finance,EMP10040,2025-03-03,Rejected
A17865,JS14265,Cybersecurity Specialist,IT,EMP10078,2024-12-19,Accepted
A17866,JS16004,Financial Analyst,Finance,EMP10107,2024-06-23,Pending
A17867,JS12532,Quality Engineer,Manufacturing,EMP10139,2024-05-12,Accepted
A17868,JS14765,Librarian,Education,EMP10227,2024-09-30,Rejected
A17869,JS12156,Academic Counselor,Education,EMP10189,2024-11-14,Rejected
A17870,JS12199,Pharmacist,Healthcare,EMP10219,2024-04-06,Rejected
A17871,JS18970,SEO Analyst,Marketing,EMP10254,2024-08-27,Accepted
A17872,JS10093,SEO Analyst,Marketing,EMP10268,2024-10-08,Accepted
A17873,JS14723,Production Manager,Manufacturing,EMP10263,2024-06-08,Accepted
A17874,JS10684,Librarian,Education,EMP10420,2024-08-12,Rejected
A17875,JS14036,Production Manager,Manufacturing,EMP10448,2024-05-09,Rejected
A17876,JS10130,Production Manager,Manufacturing,EMP10147,2024-07-17,Pending
A17877,JS15629,Medical Assistant,Healthcare,EMP10342,2024-08-31,Accepted
A17878,JS11362,Marketing Specialist,Marketing,EMP10102,2024-09-18,Rejected
A17879,JS16457,Store Manager,Retail,EMP10496,2024-05-19,Rejected
A17880,JS16516,Investment Banker,Finance,EMP10241,2024-04-13,Accepted
A17881,JS12162,Investment Banker,Finance,EMP10398,2024-03-21,Rejected
A17882,JS13492,Nurse,Healthcare,EMP10318,2024-12-07,Rejected
A17883,JS18444,Financial Analyst,Finance,EMP10472,2024-09-21,Rejected
A17884,JS15538,Data Analyst,IT,EMP10209,2024-09-17,Rejected
A17885,JS16206,Production Manager,Manufacturing,EMP10060,2024-05-21,Rejected
A17886,JS10823,Cybersecurity Specialist,IT,EMP10408,2024-09-08,Rejected
A17887,JS11300,Brand Manager,Marketing,EMP10238,2024-06-30,Rejected
A17888,JS15600,Data Analyst,IT,EMP10449,2025-03-04,Accepted
A17889,JS16928,Accountant,Finance,EMP10459,2024-04-27,Rejected
A17890,JS15322,Quality Engineer,Manufacturing,EMP10455,2024-03-30,Rejected
A17891,JS13830,SEO Analyst,Marketing,EMP10183,2025-01-28,Rejected
A17892,JS10817,Investment Banker,Finance,EMP10145,2025-03-10,Rejected
A17893,JS17898,Investment Banker,Finance,EMP10370,2024-08-02,Pending
A17894,JS14735,Investment Banker,Finance,EMP10019,2024-10-23,Rejected
A17895,JS10727,Academic Counselor,Education,EMP10260,2024-04-10,Rejected
A17896,JS11396,Librarian,Education,EMP10351,2025-03-01,Accepted
A17897,JS12605,Supply Chain Analyst,Manufacturing,EMP10454,2025-02-28,Rejected
A17898,JS12038,Accountant,Finance,EMP10331,2024-07-24,Accepted
A17899,JS14739,Accountant,Finance,EMP10294,2024-12-23,Accepted
A17900,JS19940,SEO Analyst,Marketing,EMP10093,2024-09-05,Rejected
A17901,JS17247,Production Manager,Manufacturing,EMP10401,2025-02-25,Accepted
A17902,JS19404,Sales Associate,Retail,EMP10349,2025-02-11,Rejected
A17903,JS12169,Merchandiser,Retail,EMP10013,2024-10-19,Rejected
A17904,JS11185,Financial Analyst,Finance,EMP10326,2024-09-24,Rejected
A17905,JS16946,Production Manager,Manufacturing,EMP10395,2024-12-26,Pending
A17906,JS14807,Pharmacist,Healthcare,EMP10034,2025-01-30,Rejected
A17907,JS10646,Librarian,Education,EMP10464,2024-12-27,Rejected
A17908,JS15767,Pharmacist,Healthcare,EMP10194,2025-02-13,Rejected
A17909,JS11564,Supply Chain Analyst,Manufacturing,EMP10460,2024-04-12,Rejected
A17910,JS17061,Data Analyst,IT,EMP10047,2024-08-02,Accepted
A17911,JS18692,Accountant,Finance,EMP10456,2024-07-20,Rejected
A17912,JS11389,Brand Manager,Marketing,EMP10231,2024-07-19,Rejected
A17913,JS12520,Librarian,Education,EMP10415,2024-04-15,Accepted
A17914,JS19541,Accountant,Finance,EMP10425,2024-10-11,Rejected
A17915,JS15919,Store Manager,Retail,EMP10429,2024-07-10,Rejected
A17916,JS17098,Investment Banker,Finance,EMP10155,2024-10-27,Rejected
A17917,JS14559,Pharmacist,Healthcare,EMP10022,2024-07-27,Rejected
A17918,JS12971,Quality Engineer,Manufacturing,EMP10046,2024-12-14,Pending
A17919,JS14528,Supply Chain Analyst,Manufacturing,EMP10194,2025-01-11,Rejected
A17920,JS16279,Supply Chain Analyst,Manufacturing,EMP10322,2024-07-31,Rejected
A17921,JS11835,Librarian,Education,EMP10064,2024-05-15,Rejected
A17922,JS10984,Librarian,Education,EMP10139,2024-11-07,Rejected
A17923,JS18203,Sales Associate,Retail,EMP10003,2024-08-22,Accepted
A17924,JS13299,Data Analyst,IT,EMP10228,2024-06-18,Rejected
A17925,JS14586,Production Manager,Manufacturing,EMP10368,2024-06-14,Rejected
A17926,JS13067,Quality Engineer,Manufacturing,EMP10478,2024-11-09,Accepted
A17927,JS11176,Sales Associate,Retail,EMP10330,2024-07-12,Rejected
A17928,JS11571,Store Manager,Retail,EMP10331,2024-05-04,Pending
A17929,JS14205,Production Manager,Manufacturing,EMP10356,2024-05-03,Accepted
A17930,JS14667,Pharmacist,Healthcare,EMP10111,2024-04-17,Rejected
A17931,JS17833,Academic Counselor,Education,EMP10105,2024-09-14,Pending
A17932,JS12148,Software Engineer,IT,EMP10456,2024-05-26,Rejected
A17933,JS11070,Nurse,Healthcare,EMP10130,2024-04-29,Rejected
A17934,JS15682,Financial Analyst,Finance,EMP10103,2024-10-11,Accepted
A17935,JS17849,Investment Banker,Finance,EMP10351,2024-07-07,Pending
A17936,JS18948,Software Engineer,IT,EMP10461,2024-05-04,Rejected
A17937,JS10920,Production Manager,Manufacturing,EMP10430,2024-06-21,Accepted
A17938,JS11650,Investment Banker,Finance,EMP10429,2025-01-06,Rejected
A17939,JS17779,Nurse,Healthcare,EMP10306,2024-09-30,Rejected
A17940,JS11427,Accountant,Finance,EMP10422,2024-09-13,Rejected
A17941,JS13394,Teacher,Education,EMP10268,2025-03-05,Rejected
A17942,JS19192,Data Analyst,IT,EMP10091,2024-11-15,Accepted
A17943,JS13614,Accountant,Finance,EMP10206,2024-11-26,Rejected
A17944,JS14932,SEO Analyst,Marketing,EMP10332,2024-05-16,Accepted
A17945,JS13129,Librarian,Education,EMP10012,2024-10-17,Pending
A17946,JS15682,Financial Analyst,Finance,EMP10219,2024-10-04,Accepted
A17947,JS11582,Software Engineer,IT,EMP10234,2024-04-03,Rejected
A17948,JS12266,Nurse,Healthcare,EMP10397,2024-11-23,Accepted
A17949,JS11480,Academic Counselor,Education,EMP10142,2024-05-12,Rejected
A17950,JS19084,Medical Assistant,Healthcare,EMP10336,2024-03-19,Rejected
A17951,JS11645,SEO Analyst,Marketing,EMP10409,2025-02-20,Rejected
A17952,JS18148,Brand Manager,Marketing,EMP10135,2024-05-10,Rejected
A17953,JS14161,Cybersecurity Specialist,IT,EMP10059,2024-11-05,Rejected
A17954,JS16929,Nurse,Healthcare,EMP10298,2024-04-09,Accepted
A17955,JS11493,Academic Counselor,Education,EMP10214,2024-11-15,Rejected
A17956,JS14620,Cybersecurity Specialist,IT,EMP10003,2025-03-06,Rejected
A17957,JS16221,SEO Analyst,Marketing,EMP10035,2024-09-05,Accepted
A17958,JS14188,Brand Manager,Marketing,EMP10310,2024-05-16,Pending
A17959,JS13748,Marketing Specialist,Marketing,EMP10438,2024-08-07,Accepted
A17960,JS19478,Software Engineer,IT,EMP10088,2024-07-11,Accepted
A17961,JS11481,Teacher,Education,EMP10227,2025-01-05,Rejected
A17962,JS11892,Accountant,Finance,EMP10401,2024-04-21,Rejected
A17963,JS15702,Accountant,Finance,EMP10093,2024-11-19,Accepted
A17964,JS10585,Merchandiser,Retail,EMP10238,2024-11-17,Accepted
A17965,JS19098,Investment Banker,Finance,EMP10076,2024-06-13,Rejected
A17966,JS10156,Academic Counselor,Education,EMP10401,2024-12-15,Pending
A17967,JS15773,Software Engineer,IT,EMP10393,2024-06-21,Accepted
A17968,JS10181,Financial Analyst,Finance,EMP10026,2024-05-06,Rejected
A17969,JS17416,Merchandiser,Retail,EMP10305,2024-03-23,Accepted
A17970,JS12673,Nurse,Healthcare,EMP10459,2024-07-10,Rejected
A17971,JS15986,Store Manager,Retail,EMP10011,2024-11-08,Rejected
A17972,JS15017,Production Manager,Manufacturing,EMP10395,2024-07-19,Pending
A17973,JS14472,Financial Analyst,Finance,EMP10469,2025-01-31,Rejected
A17974,JS15452,Nurse,Healthcare,EMP10145,2024-09-17,Accepted
A17975,JS19497,Academic Counselor,Education,EMP10225,2024-09-27,Rejected
A17976,JS15992,Merchandiser,Retail,EMP10273,2024-12-28,Accepted
A17977,JS18920,Accountant,Finance,EMP10465,2024-04-23,Rejected
A17978,JS18099,Store Manager,Retail,EMP10227,2024-06-13,Rejected
A17979,JS16839,Accountant,Finance,EMP10262,2024-04-21,Rejected
A17980,JS17938,Quality Engineer,Manufacturing,EMP10067,2024-07-02,Accepted
A17981,JS12682,Pharmacist,Healthcare,EMP10294,2024-07-29,Rejected
A17982,JS10270,Academic Counselor,Education,EMP10075,2024-12-31,Accepted
A17983,JS13605,Investment Banker,Finance,EMP10316,2025-02-09,Accepted
A17984,JS19746,Data Analyst,IT,EMP10026,2024-08-05,Accepted
A17985,JS18655,Librarian,Education,EMP10417,2024-05-03,Rejected
A17986,JS16260,Financial Analyst,Finance,EMP10176,2024-12-16,Accepted
A17987,JS13232,Quality Engineer,Manufacturing,EMP10153,2024-08-02,Rejected
A17988,JS17338,Accountant,Finance,EMP10375,2024-06-07,Rejected
A17989,JS11127,Data Analyst,IT,EMP10344,2024-04-03,Rejected
A17990,JS17950,Medical Assistant,Healthcare,EMP10332,2024-06-03,Accepted
A17991,JS13781,Nurse,Healthcare,EMP10022,2024-04-03,Rejected
A17992,JS10427,Quality Engineer,Manufacturing,EMP10061,2025-02-17,Rejected
A17993,JS10514,Pharmacist,Healthcare,EMP10101,2024-05-03,Rejected
A17994,JS11652,Supply Chain Analyst,Manufacturing,EMP10455,2024-06-27,Rejected
A17995,JS18759,Nurse,Healthcare,EMP10061,2025-02-04,Rejected
A17996,JS14754,Cybersecurity Specialist,IT,EMP10202,2024-04-05,Rejected
A17997,JS16339,Academic Counselor,Education,EMP10344,2024-06-04,Rejected
A17998,JS19999,Brand Manager,Marketing,EMP10415,2024-03-17,Rejected
A17999,JS13305,Production Manager,Manufacturing,EMP10277,2024-03-16,Rejected
A18000,JS11081,Pharmacist,Healthcare,EMP10044,2024-04-24,Accepted
A18001,JS18485,Financial Analyst,Finance,EMP10410,2024-04-23,Rejected
A18002,JS14111,Librarian,Education,EMP10478,2024-05-31,Accepted
A18003,JS12861,Accountant,Finance,EMP10194,2024-04-05,Rejected
A18004,JS13723,Accountant,Finance,EMP10248,2024-06-28,Rejected
A18005,JS18026,SEO Analyst,Marketing,EMP10476,2024-08-22,Rejected
A18006,JS16722,Marketing Specialist,Marketing,EMP10355,2024-07-06,Accepted
A18007,JS18243,Academic Counselor,Education,EMP10115,2025-01-28,Rejected
A18008,JS11536,Sales Associate,Retail,EMP10258,2024-07-08,Rejected
A18009,JS13904,Librarian,Education,EMP10084,2024-05-21,Rejected
A18010,JS16537,Nurse,Healthcare,EMP10067,2024-04-12,Rejected
A18011,JS15867,Cybersecurity Specialist,IT,EMP10145,2024-06-28,Rejected
A18012,JS11857,Financial Analyst,Finance,EMP10409,2024-06-15,Rejected
A18013,JS11834,Medical Assistant,Healthcare,EMP10360,2024-09-07,Rejected
A18014,JS16842,Librarian,Education,EMP10130,2024-11-15,Accepted
A18015,JS13153,Brand Manager,Marketing,EMP10412,2024-09-12,Rejected
A18016,JS14871,Sales Associate,Retail,EMP10250,2024-09-22,Rejected
A18017,JS17923,Sales Associate,Retail,EMP10006,2024-11-29,Rejected
A18018,JS17148,Cybersecurity Specialist,IT,EMP10216,2025-02-13,Pending
A18019,JS15534,Financial Analyst,Finance,EMP10268,2024-11-28,Accepted
A18020,JS19677,Merchandiser,Retail,EMP10341,2024-03-21,Accepted
A18021,JS14065,SEO Analyst,Marketing,EMP10444,2025-02-03,Rejected
A18022,JS15950,Sales Associate,Retail,EMP10113,2024-08-02,Rejected
A18023,JS12202,Production Manager,Manufacturing,EMP10169,2024-07-19,Accepted
A18024,JS15635,Production Manager,Manufacturing,EMP10435,2024-11-23,Rejected
A18025,JS19763,Quality Engineer,Manufacturing,EMP10128,2025-02-26,Rejected
A18026,JS12313,Academic Counselor,Education,EMP10197,2024-11-05,Rejected
A18027,JS14458,SEO Analyst,Marketing,EMP10005,2024-05-03,Rejected
A18028,JS19010,Supply Chain Analyst,Manufacturing,EMP10054,2024-12-22,Accepted
A18029,JS11090,Medical Assistant,Healthcare,EMP10487,2024-05-01,Accepted
A18030,JS13839,Supply Chain Analyst,Manufacturing,EMP10121,2025-02-20,Pending
A18031,JS14016,Librarian,Education,EMP10037,2024-09-12,Accepted
A18032,JS10705,Quality Engineer,Manufacturing,EMP10301,2024-09-11,Accepted
A18033,JS18064,SEO Analyst,Marketing,EMP10063,2024-03-20,Accepted
A18034,JS13390,Investment Banker,Finance,EMP10451,2024-11-22,Accepted
A18035,JS10078,Pharmacist,Healthcare,EMP10431,2024-04-29,Rejected
A18036,JS12021,Accountant,Finance,EMP10261,2024-08-23,Accepted
A18037,JS17862,Quality Engineer,Manufacturing,EMP10197,2024-03-31,Accepted
A18038,JS12328,Nurse,Healthcare,EMP10170,2024-12-23,Accepted
A18039,JS18684,Software Engineer,IT,EMP10328,2024-07-07,Accepted
A18040,JS11639,Data Analyst,IT,EMP10068,2024-10-15,Accepted
A18041,JS18705,Nurse,Healthcare,EMP10458,2024-09-08,Rejected
A18042,JS19499,Marketing Specialist,Marketing,EMP10015,2024-08-13,Pending
A18043,JS17711,Pharmacist,Healthcare,EMP10227,2024-11-07,Rejected
A18044,JS12904,Teacher,Education,EMP10263,2025-03-09,Rejected
A18045,JS16077,Medical Assistant,Healthcare,EMP10471,2024-11-18,Rejected
A18046,JS15833,Sales Associate,Retail,EMP10340,2024-09-10,Rejected
A18047,JS10757,Software Engineer,IT,EMP10301,2024-11-03,Accepted
A18048,JS18206,Librarian,Education,EMP10200,2024-10-23,Accepted
A18049,JS13608,Sales Associate,Retail,EMP10069,2024-12-21,Rejected
A18050,JS14828,Nurse,Healthcare,EMP10221,2024-09-28,Rejected
A18051,JS16637,Pharmacist,Healthcare,EMP10210,2025-03-09,Rejected
A18052,JS17620,Cybersecurity Specialist,IT,EMP10156,2024-09-01,Rejected
A18053,JS11147,Teacher,Education,EMP10183,2024-12-06,Rejected
A18054,JS10476,Nurse,Healthcare,EMP10400,2024-05-21,Rejected
A18055,JS18086,Data Analyst,IT,EMP10065,2024-07-25,Rejected
A18056,JS17819,Nurse,Healthcare,EMP10156,2024-08-14,Rejected
A18057,JS13405,Accountant,Finance,EMP10398,2024-11-26,Rejected
A18058,JS11072,Medical Assistant,Healthcare,EMP10093,2024-10-26,Accepted
A18059,JS18446,Accountant,Finance,EMP10433,2024-08-27,Accepted
A18060,JS13294,Store Manager,Retail,EMP10104,2024-11-17,Accepted
A18061,JS13749,Accountant,Finance,EMP10127,2025-01-07,Rejected
A18062,JS13081,Financial Analyst,Finance,EMP10270,2024-07-07,Rejected
A18063,JS19982,Data Analyst,IT,EMP10402,2024-04-10,Accepted
A18064,JS18068,Academic Counselor,Education,EMP10408,2024-04-04,Rejected
A18065,JS11171,Accountant,Finance,EMP10123,2024-06-01,Rejected
A18066,JS14732,Academic Counselor,Education,EMP10309,2024-07-24,Rejected
A18067,JS18551,Teacher,Education,EMP10448,2024-03-16,Accepted
A18068,JS16566,Merchandiser,Retail,EMP10124,2025-02-05,Accepted
A18069,JS12671,Sales Associate,Retail,EMP10086,2024-08-31,Rejected
A18070,JS13423,Store Manager,Retail,EMP10261,2024-12-04,Rejected
A18071,JS18481,Academic Counselor,Education,EMP10215,2024-08-26,Accepted
A18072,JS19575,Librarian,Education,EMP10060,2025-01-10,Rejected
A18073,JS17184,Financial Analyst,Finance,EMP10037,2024-07-01,Pending
A18074,JS10773,Financial Analyst,Finance,EMP10413,2024-11-06,Accepted
A18075,JS13579,Marketing Specialist,Marketing,EMP10007,2024-11-07,Accepted
A18076,JS18385,Data Analyst,IT,EMP10397,2024-08-05,Rejected
A18077,JS14594,Production Manager,Manufacturing,EMP10105,2024-09-02,Rejected
A18078,JS19665,Pharmacist,Healthcare,EMP10059,2024-05-15,Rejected
A18079,JS17706,Merchandiser,Retail,EMP10440,2024-12-08,Accepted
A18080,JS17594,Brand Manager,Marketing,EMP10422,2024-08-31,Rejected
A18081,JS15977,Academic Counselor,Education,EMP10173,2024-12-10,Rejected
A18082,JS19185,Data Analyst,IT,EMP10042,2024-08-14,Accepted
A18083,JS11149,Data Analyst,IT,EMP10001,2024-05-23,Accepted
A18084,JS12846,Software Engineer,IT,EMP10303,2024-06-03,Pending
A18085,JS18883,Quality Engineer,Manufacturing,EMP10053,2024-10-16,Rejected
A18086,JS18426,Merchandiser,Retail,EMP10019,2024-08-17,Accepted
A18087,JS19491,Production Manager,Manufacturing,EMP10259,2024-09-23,Accepted
A18088,JS14397,Brand Manager,Marketing,EMP10065,2024-03-21,Rejected
A18089,JS14948,Pharmacist,Healthcare,EMP10187,2024-03-26,Rejected
A18090,JS18629,Investment Banker,Finance,EMP10377,2024-08-30,Accepted
A18091,JS12976,Software Engineer,IT,EMP10231,2024-04-23,Rejected
A18092,JS14690,Supply Chain Analyst,Manufacturing,EMP10493,2025-02-27,Accepted
A18093,JS14897,Software Engineer,IT,EMP10437,2024-04-21,Accepted
A18094,JS15662,Pharmacist,Healthcare,EMP10288,2024-11-05,Rejected
A18095,JS14920,Merchandiser,Retail,EMP10160,2025-02-09,Rejected
A18096,JS11756,Accountant,Finance,EMP10035,2024-06-28,Pending
A18097,JS12578,Librarian,Education,EMP10346,2024-09-20,Rejected
A18098,JS18275,Medical Assistant,Healthcare,EMP10294,2024-07-11,Accepted
A18099,JS17830,Pharmacist,Healthcare,EMP10179,2024-03-29,Pending
A18100,JS19033,Brand Manager,Marketing,EMP10426,2024-11-21,Pending
A18101,JS19338,Brand Manager,Marketing,EMP10059,2025-01-08,Rejected
