commission_id,transaction_id,employer_id,jobseeker_id,commission_percentage,commission_amount,commission_date
C17604,T14545,EMP10403,JS14340,13,5630.43,2025-01-17
C17605,T15539,EMP10177,JS17354,11,1027.62,2025-02-17
C17606,T17717,EMP10383,JS15740,9,90.72,2024-08-16
C17607,T18580,EMP10372,JS12811,13,999.96,2024-05-20
C17608,T15335,EMP10070,JS12452,11,530.64,2024-07-29
C17609,T10642,EMP10152,JS14553,7,78.54,2024-12-16
C17610,T16662,EMP10464,JS12656,13,6175.91,2025-02-12
C17611,T16985,EMP10463,JS15139,12,553.92,2024-07-20
C17612,T16910,EMP10254,JS10112,5,139.15,2024-05-03
C17613,T11080,EMP10193,JS15111,5,2301.9,2024-07-23
C17614,T17093,EMP10288,JS13729,14,5027.54,2024-09-05
C17615,T16180,EMP10271,JS18435,13,2426.84,2024-08-21
C17616,T16571,EMP10289,JS19116,7,129.22,2024-04-10
C17617,T17404,EMP10206,JS12184,10,740.2,2024-07-24
C17618,T10403,EMP10153,JS16678,7,270.76,2024-03-21
C17619,T11209,EMP10177,JS17610,15,417,2024-12-12
C17620,T15633,EMP10019,JS10597,7,380.24,2024-12-12
C17621,T10634,EMP10169,JS15980,10,467.3,2025-03-01
C17622,T11832,EMP10118,JS11476,9,228.87,2025-02-02
C17623,T13275,EMP10149,JS17344,6,102.9,2025-02-14
C17624,T19922,EMP10304,JS16886,14,451.78,2024-06-11
C17625,T12518,EMP10377,JS12103,14,339.5,2024-05-22
C17626,T14460,EMP10202,JS18653,7,146.86,2024-07-23
C17627,T14813,EMP10227,JS13221,7,434.42,2025-02-12
C17628,T15942,EMP10245,JS14293,9,234,2025-01-25
C17629,T19835,EMP10280,JS17328,12,293.76,2024-11-01
C17630,T14699,EMP10090,JS15282,5,205.05,2025-01-14
C17631,T19172,EMP10447,JS13054,7,2593.22,2024-11-09
C17632,T14259,EMP10474,JS14325,14,488.04,2024-09-26
C17633,T15846,EMP10070,JS16945,5,218.6,2024-11-16
C17634,T18128,EMP10215,JS12573,8,1627.36,2024-06-19
C17635,T11183,EMP10348,JS10015,7,1706.88,2024-10-04
C17636,T14162,EMP10015,JS14069,12,180.96,2024-03-29
C17637,T18753,EMP10268,JS17988,15,4368.6,2025-01-31
C17638,T19599,EMP10119,JS11501,8,2584.32,2024-09-27
C17639,T17057,EMP10328,JS19937,12,251.04,2024-08-20
C17640,T17073,EMP10062,JS16613,5,435.4,2024-04-05
C17641,T12342,EMP10188,JS16648,5,147.95,2024-09-22
C17642,T13059,EMP10319,JS19949,9,258.3,2024-08-25
C17643,T18339,EMP10144,JS12623,10,863.9,2024-11-27
C17644,T10874,EMP10363,JS11158,9,2058.39,2024-12-31
C17645,T17551,EMP10256,JS17841,13,242.19,2024-11-25
C17646,T11654,EMP10229,JS13376,14,587.02,2024-12-04
C17647,T12716,EMP10364,JS17116,8,171.52,2024-11-12
C17648,T14019,EMP10453,JS16079,7,170.73,2024-09-27
C17649,T10666,EMP10360,JS19943,8,172.8,2024-12-23
C17650,T17881,EMP10204,JS13249,5,382.75,2024-05-24
C17651,T15578,EMP10031,JS10507,12,166.08,2024-12-27
C17652,T11766,EMP10436,JS13942,11,2817.54,2024-03-14
C17653,T13148,EMP10294,JS15242,11,368.06,2025-01-23
C17654,T19971,EMP10394,JS10509,11,294.14,2024-06-17
C17655,T18689,EMP10136,JS17106,11,202.18,2024-05-29
C17656,T19823,EMP10007,JS16066,7,152.81,2024-06-27
C17657,T18070,EMP10452,JS11065,5,68.3,2024-05-06
C17658,T14351,EMP10090,JS17015,5,144.65,2024-05-12
C17659,T15539,EMP10177,JS12064,8,747.36,2024-10-27
C17660,T19883,EMP10486,JS17620,8,608.16,2024-10-31
C17661,T12619,EMP10274,JS11622,15,340.8,2025-02-13
C17662,T16925,EMP10281,JS15323,15,5010.15,2024-11-24
C17663,T13364,EMP10225,JS11320,11,451.55,2025-01-31
C17664,T15584,EMP10141,JS15010,12,1036.8,2024-09-19
C17665,T14421,EMP10408,JS17571,10,461.8,2024-10-06
C17666,T15322,EMP10393,JS15366,11,2313.41,2024-08-03
C17667,T13944,EMP10286,JS14597,6,172.32,2024-06-03
C17668,T16353,EMP10462,JS16692,9,216,2024-04-30
C17669,T12049,EMP10237,JS12253,15,377.55,2025-01-25
C17670,T10293,EMP10070,JS14015,6,109.92,2025-02-11
C17671,T12235,EMP10113,JS18789,5,229.95,2024-04-28
C17672,T10143,EMP10084,JS10785,13,2957.5,2024-12-04
C17673,T15740,EMP10150,JS11814,8,451.6,2024-12-03
C17674,T10657,EMP10251,JS10361,9,595.71,2024-03-12
C17675,T16758,EMP10230,JS19100,7,87.01,2024-04-05
C17676,T17389,EMP10084,JS11920,15,3219,2024-12-12
C17677,T18066,EMP10218,JS16257,7,152.6,2024-06-12
C17678,T19393,EMP10172,JS17511,6,239.16,2024-06-04
C17679,T17231,EMP10391,JS19675,12,284.76,2025-02-23
C17680,T14687,EMP10436,JS13202,13,1034.8,2024-10-23
C17681,T16807,EMP10458,JS19860,11,2900.81,2024-10-08
C17682,T12783,EMP10041,JS14773,7,180.88,2024-10-16
C17683,T14630,EMP10148,JS16429,13,4068.35,2025-01-25
C17684,T12626,EMP10354,JS10423,15,743.25,2024-06-03
C17685,T12344,EMP10236,JS10078,6,73.26,2024-03-14
C17686,T17715,EMP10223,JS15196,14,237.86,2024-10-16
C17687,T18597,EMP10312,JS14971,12,191.28,2024-03-16
C17688,T16048,EMP10190,JS12494,6,178.56,2024-06-27
C17689,T10528,EMP10068,JS16113,15,2851.95,2024-03-13
C17690,T18254,EMP10204,JS14645,11,549.12,2024-03-29
C17691,T12956,EMP10325,JS15607,13,228.93,2024-06-15
C17692,T13835,EMP10126,JS11665,5,76.8,2024-09-17
C17693,T11261,EMP10103,JS17485,5,138.8,2025-03-08
C17694,T11220,EMP10188,JS11687,9,676.71,2025-01-20
C17695,T12534,EMP10458,JS13103,15,219.3,2025-02-13
C17696,T14709,EMP10042,JS13918,6,907.44,2024-08-21
C17697,T18632,EMP10497,JS13543,12,357.12,2024-07-22
C17698,T10948,EMP10282,JS13994,9,181.44,2024-10-12
C17699,T14400,EMP10486,JS15802,12,120.36,2024-07-09
C17700,T13913,EMP10168,JS18472,11,4795.89,2025-01-28
C17701,T17824,EMP10266,JS11092,15,1632.15,2024-12-21
C17702,T17891,EMP10220,JS18787,11,154.88,2025-03-03
C17703,T12724,EMP10399,JS15499,7,253.12,2025-02-20
C17704,T18841,EMP10135,JS15151,13,1784.38,2024-11-20
C17705,T11680,EMP10030,JS16557,7,111.72,2024-10-17
C17706,T11575,EMP10137,JS10515,8,444.88,2024-11-22
C17707,T17636,EMP10072,JS18374,12,400.56,2025-01-28
C17708,T15073,EMP10374,JS18570,7,286.79,2024-03-17
C17709,T15018,EMP10064,JS18580,8,2255.52,2024-04-21
C17710,T19909,EMP10264,JS17233,5,707.05,2025-02-20
C17711,T14531,EMP10344,JS13149,13,258.18,2024-07-07
C17712,T16004,EMP10051,JS11299,14,400.12,2024-03-27
C17713,T14998,EMP10167,JS14698,5,233,2025-02-14
C17714,T16614,EMP10108,JS13898,14,1057.14,2024-07-20
C17715,T12977,EMP10061,JS11825,13,5418.4,2024-08-26
C17716,T14505,EMP10268,JS10265,11,2468.62,2024-07-18
C17717,T12345,EMP10496,JS15266,15,411.15,2024-12-21
C17718,T11853,EMP10385,JS15672,13,839.41,2024-03-11
C17719,T14628,EMP10476,JS15341,12,257.16,2024-05-07
C17720,T16157,EMP10210,JS18412,11,749.21,2025-01-28
C17721,T16937,EMP10145,JS17935,11,142.34,2024-07-25
C17722,T15284,EMP10433,JS15292,9,499.59,2024-09-01
C17723,T14821,EMP10419,JS11681,15,206.4,2024-10-09
C17724,T13897,EMP10429,JS10703,5,103.8,2024-09-16
C17725,T18828,EMP10425,JS15583,10,678.3,2024-03-25
C17726,T16504,EMP10143,JS12475,5,196.7,2024-11-27
C17727,T14889,EMP10306,JS15497,9,703.8,2024-12-23
C17728,T14682,EMP10152,JS18121,12,532.68,2025-01-22
C17729,T18726,EMP10252,JS15576,7,90.16,2025-01-16
C17730,T13718,EMP10369,JS16627,12,5231.52,2024-10-29
C17731,T14404,EMP10236,JS12602,6,129,2024-03-29
C17732,T11236,EMP10316,JS18333,8,223.52,2024-11-03
C17733,T15547,EMP10073,JS17688,12,4122.72,2024-07-15
C17734,T19932,EMP10486,JS18833,11,480.48,2024-11-03
C17735,T17982,EMP10196,JS17640,8,419.04,2024-04-01
C17736,T16844,EMP10316,JS15799,8,387.92,2024-05-05
C17737,T17765,EMP10138,JS13114,14,437.78,2024-11-30
C17738,T19294,EMP10198,JS10386,8,1086.08,2025-03-02
C17739,T15431,EMP10212,JS15649,15,313.95,2024-09-06
C17740,T15135,EMP10228,JS14358,15,419.7,2024-12-21
C17741,T14305,EMP10449,JS16630,5,166.95,2024-10-30
C17742,T13145,EMP10008,JS12131,5,1257.1,2024-10-15
C17743,T15048,EMP10116,JS15054,8,1430.64,2024-03-13
C17744,T10906,EMP10062,JS12788,9,802.71,2024-06-24
C17745,T13721,EMP10154,JS12783,8,2736.48,2024-08-09
C17746,T10952,EMP10388,JS15276,8,512.16,2024-05-24
C17747,T16900,EMP10025,JS19522,7,172.41,2024-08-11
C17748,T12955,EMP10236,JS10167,5,196.75,2024-10-31
C17749,T13056,EMP10036,JS18512,10,231.6,2025-02-07
C17750,T19114,EMP10369,JS19277,7,1178.45,2024-04-06
C17751,T12682,EMP10434,JS14433,6,357.48,2025-01-07
C17752,T15185,EMP10415,JS15102,7,561.4,2024-10-28
C17753,T17567,EMP10159,JS14329,5,1282.65,2025-01-01
C17754,T11197,EMP10097,JS10294,13,308.36,2024-10-20
C17755,T11320,EMP10344,JS16076,10,2079.1,2025-02-27
C17756,T19056,EMP10410,JS17081,11,123.53,2024-04-23
C17757,T11207,EMP10222,JS14927,5,1579.7,2024-09-27
C17758,T11370,EMP10094,JS15114,12,1900.68,2025-01-02
C17759,T14717,EMP10119,JS10662,9,116.73,2024-05-24
C17760,T12658,EMP10066,JS16897,6,1117.92,2025-01-03
C17761,T10612,EMP10274,JS17363,8,471.52,2024-09-29
C17762,T14361,EMP10127,JS11845,14,3771.6,2024-08-21
C17763,T12654,EMP10241,JS18885,10,537,2025-02-16
C17764,T10195,EMP10342,JS15242,6,65.04,2024-06-22
C17765,T10061,EMP10195,JS13878,13,3259.36,2024-10-03
C17766,T11139,EMP10414,JS13657,15,429.75,2024-12-28
C17767,T13461,EMP10443,JS15293,11,315.92,2024-10-07
C17768,T18994,EMP10021,JS16359,10,235.3,2024-05-22
C17769,T11720,EMP10127,JS13663,6,2475.06,2024-08-05
C17770,T18867,EMP10387,JS17885,9,701.19,2024-05-01
C17771,T12829,EMP10007,JS19578,10,352.7,2024-08-16
C17772,T16517,EMP10294,JS12572,13,2668.51,2024-10-24
C17773,T19557,EMP10478,JS11522,6,527.22,2025-02-27
C17774,T11669,EMP10246,JS10808,11,2078.01,2024-08-19
C17775,T14307,EMP10041,JS12095,7,345.31,2024-04-10
C17776,T16269,EMP10484,JS18553,5,1377.75,2024-08-18
C17777,T17117,EMP10382,JS17286,7,324.1,2024-12-08
C17778,T15700,EMP10094,JS11856,6,292.32,2024-05-25
C17779,T17966,EMP10016,JS16592,15,436.65,2024-08-09
C17780,T18021,EMP10277,JS16676,14,518,2024-08-30
C17781,T18410,EMP10009,JS19633,12,209.76,2024-11-26
C17782,T10970,EMP10433,JS16050,13,324.61,2024-09-11
C17783,T13962,EMP10213,JS16705,14,1350.72,2025-02-17
C17784,T16307,EMP10347,JS17456,5,1901.8,2024-04-05
C17785,T14661,EMP10362,JS12678,11,502.59,2024-09-03
C17786,T14570,EMP10224,JS13345,9,2942.37,2025-03-02
C17787,T16583,EMP10190,JS10912,15,332.85,2024-12-11
C17788,T18737,EMP10356,JS19408,13,306.67,2024-09-04
C17789,T18280,EMP10002,JS17757,9,799.65,2024-07-12
C17790,T17691,EMP10044,JS11307,11,1308.45,2024-05-21
C17791,T13047,EMP10062,JS14886,12,5020.8,2024-10-29
C17792,T17898,EMP10180,JS14718,15,351.9,2024-08-17
C17793,T12461,EMP10071,JS15635,9,891.72,2024-12-14
C17794,T10496,EMP10384,JS11621,11,461.78,2025-03-04
C17795,T11339,EMP10016,JS18311,8,230.16,2024-11-30
C17796,T19015,EMP10327,JS14902,8,394.64,2024-10-18
C17797,T10179,EMP10413,JS11333,5,1023.35,2024-12-10
C17798,T12380,EMP10218,JS17824,8,347.84,2024-07-05
C17799,T11964,EMP10006,JS16904,6,130.02,2025-03-08
C17800,T17897,EMP10071,JS18752,12,225.6,2024-11-27
C17801,T10038,EMP10109,JS18644,5,348.6,2025-01-11
C17802,T19432,EMP10194,JS10438,6,251.82,2024-05-19
C17803,T10411,EMP10482,JS17524,11,3071.64,2024-12-03
C17804,T10914,EMP10198,JS13024,13,166.92,2024-08-07
C17805,T13063,EMP10097,JS14928,10,3200.4,2024-11-07
C17806,T11823,EMP10430,JS14674,5,104.15,2024-04-18
C17807,T14073,EMP10266,JS13106,11,256.85,2024-07-27
C17808,T15010,EMP10044,JS18858,15,1003.8,2025-02-05
C17809,T11063,EMP10389,JS18151,13,537.03,2024-06-24
C17810,T15630,EMP10258,JS16675,10,275.1,2024-12-10
C17811,T15580,EMP10378,JS13711,12,4670.76,2024-10-06
C17812,T18001,EMP10146,JS10324,9,100.71,2024-11-11
C17813,T13788,EMP10365,JS11406,10,97.4,2024-11-04
C17814,T12736,EMP10161,JS19995,6,86.34,2024-09-06
C17815,T10139,EMP10171,JS10245,6,290.34,2025-03-05
C17816,T13020,EMP10074,JS15628,14,3020.92,2024-10-06
C17817,T10613,EMP10337,JS18088,14,330.54,2024-10-08
C17818,T11273,EMP10070,JS14014,14,147.42,2024-12-19
C17819,T15005,EMP10117,JS15964,10,832,2024-04-14
C17820,T10581,EMP10092,JS10534,12,1169.04,2024-11-26
C17821,T16393,EMP10385,JS13512,6,265.44,2024-11-13
C17822,T18247,EMP10076,JS19120,7,149.94,2024-06-21
C17823,T18689,EMP10136,JS13007,9,165.42,2024-04-17
C17824,T17004,EMP10428,JS11810,12,2513.52,2024-12-04
C17825,T13844,EMP10163,JS16451,9,3002.67,2024-05-03
C17826,T19854,EMP10486,JS10103,14,294.84,2024-06-19
C17827,T14321,EMP10153,JS18010,15,454.95,2024-07-16
C17828,T10665,EMP10495,JS19584,10,3295.9,2025-01-28
C17829,T14844,EMP10032,JS11652,12,418.08,2024-05-13
C17830,T10676,EMP10317,JS15193,7,392.7,2025-01-13
C17831,T19593,EMP10187,JS19715,12,317.64,2024-08-30
C17832,T13544,EMP10226,JS15980,11,115.28,2024-12-28
C17833,T19622,EMP10255,JS12199,11,966.68,2025-01-24
C17834,T17883,EMP10132,JS13406,15,1357.05,2024-09-10
C17835,T15028,EMP10458,JS18889,14,421.12,2024-03-24
C17836,T13431,EMP10265,JS18027,13,528.06,2024-07-29
C17837,T11811,EMP10476,JS18634,6,179.22,2024-03-25
C17838,T12175,EMP10415,JS12795,6,453.42,2025-01-12
C17839,T19150,EMP10204,JS15205,5,126,2024-10-04
C17840,T13445,EMP10384,JS15792,15,113.55,2025-01-17
C17841,T10089,EMP10075,JS19533,9,3334.14,2024-09-10
C17842,T15811,EMP10404,JS16815,7,502.32,2024-07-20
C17843,T18630,EMP10293,JS15968,8,113.44,2025-03-07
C17844,T15763,EMP10468,JS19044,7,304.08,2024-07-20
C17845,T10817,EMP10135,JS19893,12,242.04,2024-03-26
C17846,T15782,EMP10035,JS12681,6,2165.34,2024-07-14
C17847,T18672,EMP10133,JS18097,11,5124.02,2024-08-24
C17848,T14596,EMP10012,JS12046,14,386.54,2024-05-13
C17849,T10171,EMP10218,JS12482,6,145.74,2024-06-22
C17850,T10266,EMP10315,JS13495,7,121.66,2024-07-03
C17851,T15725,EMP10490,JS19437,8,1875.68,2025-02-01
C17852,T16978,EMP10227,JS14716,9,1790.46,2025-01-24
C17853,T16389,EMP10056,JS12103,15,1319.85,2024-10-04
C17854,T15422,EMP10294,JS11577,7,2522.24,2024-04-11
C17855,T11520,EMP10017,JS12611,9,190.89,2024-10-08
C17856,T17493,EMP10482,JS17720,13,1289.21,2024-12-24
C17857,T17827,EMP10009,JS10293,11,3721.63,2025-01-15
C17858,T15690,EMP10195,JS17701,9,3373.92,2025-02-11
C17859,T11331,EMP10239,JS19003,12,4781.04,2024-12-25
C17860,T18357,EMP10238,JS11685,10,401.1,2025-02-13
C17861,T11712,EMP10308,JS19151,13,614.51,2024-12-16
C17862,T18411,EMP10202,JS13914,10,4002.3,2024-10-05
C17863,T17477,EMP10213,JS15645,12,197.88,2024-10-03
C17864,T17146,EMP10230,JS13365,11,1933.91,2024-11-22
C17865,T12966,EMP10258,JS10407,15,520.5,2025-01-23
C17866,T10843,EMP10137,JS17841,13,322.53,2025-03-01
C17867,T17701,EMP10104,JS13167,10,151.7,2024-08-07
C17868,T20000,EMP10179,JS18321,11,397.87,2024-08-29
C17869,T14882,EMP10190,JS18110,11,303.27,2024-09-27
C17870,T11253,EMP10434,JS17290,15,1291.8,2024-10-26
C17871,T12661,EMP10327,JS17510,5,178.65,2024-12-13
C17872,T19083,EMP10108,JS18060,12,748.8,2024-07-31
C17873,T18455,EMP10395,JS14093,7,1652.98,2025-02-09
C17874,T10298,EMP10378,JS19351,11,1776.17,2024-03-20
C17875,T13541,EMP10216,JS16361,5,73.3,2024-04-19
C17876,T17570,EMP10081,JS14988,8,628.8,2024-06-06
C17877,T18557,EMP10145,JS13861,12,4000.8,2025-02-18
C17878,T16486,EMP10109,JS17644,13,2841.8,2024-10-19
C17879,T11766,EMP10436,JS13942,5,1280.7,2024-04-23
C17880,T18831,EMP10436,JS13001,10,1950.1,2025-03-03
C17881,T18371,EMP10335,JS10691,15,673.65,2024-10-21
C17882,T11707,EMP10333,JS17179,9,365.49,2024-05-28
C17883,T15679,EMP10192,JS18811,6,2606.76,2024-10-01
C17884,T19551,EMP10065,JS10512,8,375.6,2024-09-06
C17885,T12736,EMP10161,JS19995,14,201.46,2024-04-04
C17886,T17432,EMP10456,JS14426,5,126.7,2024-08-28
C17887,T18973,EMP10254,JS10625,10,569.7,2025-03-03
C17888,T19657,EMP10041,JS17154,12,362.16,2024-06-27
C17889,T12935,EMP10473,JS16458,7,255.78,2025-01-30
C17890,T11345,EMP10400,JS12360,13,563.03,2024-12-13
C17891,T18919,EMP10090,JS11621,10,268.5,2024-04-11
C17892,T19756,EMP10401,JS19086,15,2774.4,2024-07-05
C17893,T19104,EMP10008,JS11272,6,306.66,2025-02-14
C17894,T16337,EMP10164,JS16254,10,288.9,2024-05-15
C17895,T18733,EMP10176,JS14333,10,451.6,2024-03-19
C17896,T16292,EMP10213,JS12520,8,176.64,2024-04-19
C17897,T11711,EMP10083,JS18464,7,2414.16,2024-06-12
C17898,T11815,EMP10438,JS18782,14,920.78,2024-06-26
C17899,T11087,EMP10471,JS10580,9,150.39,2025-01-29
C17900,T15556,EMP10436,JS18622,13,161.98,2024-11-08
C17901,T16533,EMP10379,JS19117,15,346.65,2025-01-21
C17902,T14994,EMP10304,JS15925,7,1398.88,2024-11-20
C17903,T14062,EMP10319,JS16748,14,2617.72,2025-01-11
C17904,T13659,EMP10500,JS12337,7,93.73,2024-10-05
C17905,T12314,EMP10270,JS12953,5,58.8,2025-02-07
C17906,T17655,EMP10185,JS19057,9,477.63,2024-07-09
C17907,T11503,EMP10101,JS10787,8,386.08,2024-06-01
C17908,T10061,EMP10195,JS16675,12,3008.64,2024-10-11
C17909,T10975,EMP10390,JS15342,6,402.24,2025-02-18
C17910,T13695,EMP10092,JS12911,15,6338.7,2024-12-26
C17911,T11397,EMP10244,JS15359,13,321.88,2024-05-17
C17912,T11706,EMP10017,JS11560,9,817.92,2024-10-08
C17913,T16198,EMP10395,JS16132,8,684.16,2024-11-23
C17914,T14378,EMP10176,JS16732,8,2754.8,2025-01-01
C17915,T19883,EMP10486,JS17620,8,608.16,2025-03-06
C17916,T10061,EMP10195,JS13036,10,2507.2,2024-04-09
C17917,T13844,EMP10163,JS16451,7,2335.41,2025-03-09
C17918,T11075,EMP10247,JS16955,12,159.24,2025-02-22
C17919,T11510,EMP10294,JS12752,13,4039.1,2024-07-09
C17920,T16588,EMP10125,JS15997,11,134.53,2024-03-17
C17921,T14096,EMP10235,JS16104,7,663.32,2024-07-02
C17922,T19271,EMP10470,JS14610,15,188.25,2024-08-09
C17923,T14244,EMP10221,JS16757,7,1406.58,2024-05-18
C17924,T18771,EMP10462,JS17579,13,385.71,2024-07-10
C17925,T11641,EMP10391,JS13354,15,206.85,2024-09-11
C17926,T12183,EMP10275,JS15530,12,473.04,2024-10-03
C17927,T10214,EMP10163,JS12190,15,170.4,2024-08-27
C17928,T14870,EMP10028,JS18585,6,184.5,2024-12-02
C17929,T10879,EMP10268,JS19164,7,2591.82,2024-12-18
C17930,T16044,EMP10046,JS19528,6,81,2024-05-26
C17931,T19358,EMP10275,JS15656,15,2025.9,2025-01-13
C17932,T15016,EMP10206,JS19785,14,5994.52,2024-07-27
C17933,T11292,EMP10080,JS12822,15,5011.35,2025-01-31
C17934,T15563,EMP10446,JS11984,11,427.9,2024-08-28
C17935,T18385,EMP10432,JS12846,13,576.29,2025-03-06
C17936,T19099,EMP10021,JS17560,13,1506.31,2024-12-28
C17937,T12258,EMP10043,JS11117,7,571.83,2024-05-21
C17938,T16938,EMP10423,JS17385,5,85.85,2024-06-02
C17939,T14456,EMP10481,JS16326,8,186.4,2024-08-17
C17940,T18029,EMP10247,JS15997,15,5620.35,2024-11-23
C17941,T13423,EMP10246,JS18332,13,590.33,2024-05-13
C17942,T12291,EMP10239,JS10444,14,247.38,2024-09-14
C17943,T16172,EMP10190,JS11681,15,4285.5,2025-03-01
C17944,T14927,EMP10255,JS12932,5,98.8,2024-06-07
C17945,T12432,EMP10186,JS12995,6,87.42,2024-06-09
C17946,T16221,EMP10147,JS14222,8,3250.56,2024-03-29
C17947,T17397,EMP10327,JS17062,7,457.24,2024-09-21
C17948,T11131,EMP10067,JS10611,12,282.96,2024-11-22
C17949,T10649,EMP10021,JS10145,12,505.92,2024-10-18
C17950,T18720,EMP10012,JS12129,5,651.15,2024-03-15
C17951,T17096,EMP10201,JS17637,11,238.37,2024-06-12
C17952,T17848,EMP10032,JS11010,5,1970.9,2024-07-07
C17953,T11419,EMP10390,JS17211,9,245.43,2024-07-12
C17954,T17478,EMP10291,JS10899,8,682.96,2025-01-06
C17955,T19843,EMP10442,JS18065,5,748.3,2024-07-04
C17956,T17002,EMP10052,JS16545,14,616.14,2024-07-09
C17957,T13957,EMP10394,JS19405,5,128.1,2024-08-12
C17958,T15258,EMP10367,JS12463,6,72.54,2024-11-20
C17959,T13875,EMP10353,JS14977,8,707.2,2024-09-21
C17960,T10452,EMP10461,JS18108,13,535.99,2024-06-29
C17961,T12514,EMP10401,JS18092,14,359.38,2025-01-17
C17962,T19524,EMP10103,JS11903,8,90.8,2025-02-24
C17963,T13833,EMP10497,JS13508,9,155.07,2024-06-15
C17964,T16521,EMP10003,JS11643,8,187.6,2024-12-31
C17965,T13780,EMP10410,JS10952,11,150.92,2024-05-19
C17966,T11129,EMP10166,JS10137,8,1626.48,2025-01-29
C17967,T18439,EMP10287,JS10466,15,399,2024-04-04
C17968,T14013,EMP10333,JS13231,9,193.68,2024-12-26
C17969,T12740,EMP10317,JS11746,12,2960.04,2025-03-11
C17970,T10938,EMP10186,JS10214,14,479.92,2024-03-27
C17971,T18320,EMP10490,JS10422,12,346.8,2025-02-10
C17972,T17755,EMP10486,JS14854,9,757.53,2025-03-01
C17973,T18611,EMP10168,JS16010,9,166.23,2024-10-27
C17974,T11381,EMP10128,JS12220,14,157.36,2024-07-14
C17975,T12220,EMP10026,JS13730,7,194.74,2024-07-03
C17976,T18925,EMP10348,JS11318,13,221.13,2024-10-30
C17977,T11960,EMP10236,JS15958,6,120.9,2024-08-08
C17978,T10614,EMP10182,JS13939,13,369.59,2024-10-15
C17979,T18085,EMP10309,JS18971,13,169.78,2024-08-20
C17980,T16753,EMP10145,JS10882,13,1235.26,2024-04-19
C17981,T19163,EMP10139,JS18682,6,209.58,2024-09-16
C17982,T14332,EMP10039,JS11462,5,318,2024-09-05
C17983,T11600,EMP10006,JS15336,5,160.3,2025-01-16
C17984,T16606,EMP10067,JS13438,6,818.7,2024-12-14
C17985,T19786,EMP10250,JS14181,7,137.34,2024-11-24
C17986,T16266,EMP10170,JS13688,11,1833.59,2024-05-23
C17987,T18493,EMP10072,JS15824,14,125.58,2024-04-02
C17988,T16113,EMP10147,JS15662,12,1519.56,2025-01-08
C17989,T18445,EMP10236,JS16812,9,2606.94,2025-02-24
C17990,T15084,EMP10367,JS13554,15,319.05,2024-09-10
C17991,T15864,EMP10174,JS10317,6,858.96,2024-10-16
C17992,T19500,EMP10487,JS17637,12,590.64,2025-03-07
C17993,T19272,EMP10140,JS19751,12,160.44,2024-03-12
C17994,T12911,EMP10425,JS19269,10,467.7,2024-10-19
C17995,T17760,EMP10448,JS14846,6,2640.9,2024-11-06
C17996,T10090,EMP10413,JS19921,12,218.52,2024-04-09
C17997,T15000,EMP10427,JS17511,13,410.41,2024-12-05
C17998,T15544,EMP10442,JS15460,12,340.08,2025-02-12
C17999,T11309,EMP10371,JS16752,8,497.12,2024-12-16
C18000,T17243,EMP10185,JS10218,8,1534,2024-10-18
C18001,T12714,EMP10198,JS19990,12,3483.48,2024-11-03
C18002,T16315,EMP10174,JS16000,11,223.96,2024-11-14
C18003,T15739,EMP10468,JS14881,11,4988.39,2025-03-06
C18004,T14136,EMP10287,JS18987,7,343.98,2024-11-11
C18005,T13909,EMP10224,JS15364,14,1007.3,2024-11-19
C18006,T18563,EMP10340,JS17973,11,3790.6,2025-01-12
C18007,T14424,EMP10385,JS14287,13,5172.96,2025-02-01
C18008,T16005,EMP10477,JS12946,7,576.1,2025-01-23
C18009,T14127,EMP10171,JS16162,6,131.82,2024-09-21
C18010,T10510,EMP10005,JS12770,12,1180.08,2025-02-02
C18011,T19066,EMP10074,JS14648,7,83.86,2025-01-15
C18012,T15086,EMP10032,JS19219,15,2872.35,2025-01-24
C18013,T10572,EMP10082,JS14634,14,358.54,2025-03-05
C18014,T13504,EMP10131,JS12816,12,115.32,2025-02-20
C18015,T17576,EMP10347,JS18302,12,565.08,2024-06-27
C18016,T17617,EMP10190,JS14507,5,123.05,2024-08-12
C18017,T17909,EMP10074,JS19019,7,256.62,2024-08-31
C18018,T15620,EMP10186,JS14945,15,5020.65,2024-08-20
C18019,T19593,EMP10187,JS15571,13,344.11,2024-04-06
C18020,T15013,EMP10413,JS13227,7,294.49,2024-09-07
C18021,T15676,EMP10304,JS19631,8,3601.84,2024-03-18
C18022,T12426,EMP10226,JS15946,5,114.7,2024-10-28
C18023,T13846,EMP10036,JS18875,8,328.08,2024-10-20
C18024,T18721,EMP10376,JS16072,13,173.03,2024-08-02
C18025,T16778,EMP10084,JS11020,6,368.34,2024-04-25
C18026,T14772,EMP10365,JS19763,14,239.4,2024-04-15
C18027,T17070,EMP10235,JS13952,12,3180.48,2024-12-28
C18028,T15127,EMP10179,JS10930,13,206.18,2024-03-26
C18029,T17906,EMP10460,JS11157,6,2500.2,2024-06-02
C18030,T18586,EMP10103,JS18678,12,194.88,2024-12-13
C18031,T11058,EMP10123,JS13823,15,1068.15,2025-01-31
C18032,T16389,EMP10056,JS14407,15,1319.85,2024-07-25
C18033,T13746,EMP10111,JS11413,14,1177.54,2024-08-14
C18034,T14464,EMP10358,JS16058,7,165.48,2024-12-19
C18035,T10778,EMP10006,JS17945,14,4028.36,2024-05-13
C18036,T19956,EMP10296,JS13771,13,3368.82,2024-07-12
